theta,discord_measured,discord_analytical,discord_error_pct,S_A,S_B,S_AB,I_classical,purity,fidelity,elapsed_time,total_bases,shots_per_basis,total_shots
45,8.539622033509886e-06,0.35355339059327373,99.99758463014054,1.6224816569006946,1.9172570583132438,3.539730175591905,8.539622033509886e-06,0.10854598865051883,0.18740392156862712,3687.626171350479,255,500,127500
