test1[1].method,test1[1].basis,test1[1].discord,test1[1].mutual_info,test1[2].method,test1[2].basis,test1[2].discord,test1[2].mutual_info,test1[3].method,test1[3].basis,test1[3].discord,test1[3].mutual_info,test1[4].method,test1[4].basis,test1[4].discord,test1[4].mutual_info,test2[1].basis,test2[1].discord,test2[1].mutual_info,test2[1].shots,test2[2].basis,test2[2].discord,test2[2].mutual_info,test2[2].shots,test3[1].state,test3[1].discord,test3[1].theory,test3[2].state,test3[2].discord,test3[2].theory,test3[3].state,test3[3].discord,test3[3].theory,test4[1].n_qubits,test4[1].fidelity,test4[1].p_zero,test4[1].p_one,test4[2].n_qubits,test4[2].fidelity,test4[2].p_zero,test4[2].p_one,test4[3].n_qubits,test4[3].fidelity,test4[3].p_zero,test4[3].p_one,test5[1].opt_level,test5[1].depth,test5[1].discord,test5[2].opt_level,test5[2].depth,test5[2].discord,test6[1].basis,test6[1].discords[1],test6[1].discords[2],test6[1].discords[3],test6[1].discords[4],test6[1].discords[5],test6[1].discords[6],test6[1].discords[7],test6[1].discords[8],test6[1].discords[9],test6[1].discords[10],test6[1].mean,test6[1].std,test6[1].n,test6[2].basis,test6[2].discords[1],test6[2].discords[2],test6[2].discords[3],test6[2].discords[4],test6[2].discords[5],test6[2].discords[6],test6[2].discords[7],test6[2].discords[8],test6[2].discords[9],test6[2].discords[10],test6[2].mean,test6[2].std,test6[2].n,test7[1].theta,test7[1].basis,test7[1].discord,test7[2].theta,test7[2].basis,test7[2].discord,test7[3].theta,test7[3].basis,test7[3].discord,test7[4].theta,test7[4].basis,test7[4].discord,test7[5].theta,test7[5].basis,test7[5].discord,test7[6].theta,test7[6].basis,test7[6].discord,test7[7].theta,test7[7].basis,test7[7].discord,test7[8].theta,test7[8].basis,test7[8].discord,test7[9].theta,test7[9].basis,test7[9].discord,test7[10].theta,test7[10].basis,test7[10].discord,test7[11].theta,test7[11].basis,test7[11].discord,test7[12].theta,test7[12].basis,test7[12].discord,test8[1].theta,test8[1].basis,test8[1].discord,test8[2].theta,test8[2].basis,test8[2].discord,test8[3].theta,test8[3].basis,test8[3].discord,test8[4].theta,test8[4].basis,test8[4].discord,test8[5].theta,test8[5].basis,test8[5].discord,test8[6].theta,test8[6].basis,test8[6].discord
standard,Z,0.04670739431110138,0.0467073943111016,manual,Z,0.04655743522557776,0.04655743522557776,standard,X,0.30868991359733,0.30868991359733,manual,X,0.3092794436303974,0.30927944363039783,Z,0.046638058646949254,0.046638058646949254,5000,X,0.3180296318386153,0.3180296318386162,5000,|00⟩,0.0,0.0,Bell,0.999858611267083,1.0,GHZ,0.9999860346669427,1.0,4,1.0,0.5082,0.4918,6,1.0,0.494,0.506,8,1.0,0.5006,0.4994,0,6,0.4449590801688674,3,6,0.4459813992543151,Z,0.378746933990443,0.40114552730055997,0.39220656016796607,0.4096674713105318,0.3873161360264413,0.4184773799702626,0.3941663275425209,0.3975066166249883,0.40138410268999225,0.41089992520636065,0.39915169808300666,0.01123954346384449,10,X,0.4329976944070455,0.4386237116524492,0.4368555490381216,0.4115712244950469,0.4454623649313283,0.4386429545876105,0.4495208393774526,0.4413863372234905,0.4459872354407426,0.43925657727630885,0.4380304488429596,0.009954220039788046,10,0,Z,1.0,0,X,0.9995844639313987,30,Z,0.6318776749378633,30,X,0.6474283396748701,45,Z,0.37175174357425034,45,X,0.43573491031072864,60,Z,0.18722796770901562,60,X,0.3298545567757958,75,Z,0.05326692071252159,75,X,0.3093138878837842,90,Z,1.176091975092497E-4,90,X,0.3974119746838545,0,Y,0.9995844639313982,0,Bell,0.99999434462805,45,Y,0.9998818111947849,45,Bell,0.9457923337594,90,Y,0.9999441381270133,90,Bell,0.6088383986962078
