theta,discord_measured,discord_analytical,S_A,S_B,S_AB,I_classical,purity,fidelity,elapsed_time,total_jobs
45,0.0011457021642784504,0.35355339059327373,1.6342083354480867,1.9163503552989867,3.549412988582795,0.0011457021642784504,0.10790331555555557,0.18686666666666668,1013.5711181163788,60
